Row ID,Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Supervisor District 2012,Latitude,Longitude,Point,data_as_of,data_loaded_at,Neighborhoods,ESNCAG - Boundary File,Central Market/Tenderloin Boundary Polygon - Updated,Civic Center Harm Reduction Project Boundary,HSOC Zones as of 2018-06-05,Invest In Neighborhoods (IIN) Areas,Current Supervisor Districts,Current Police Districts,year,half year
149373563010,2025-07-01 10:53:00,2025/07/01,10:53,2025,Tuesday,2025/07/01 10:53:00 AM,1493735,250363682,251821030.0,II,Initial,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,09TH ST \ MISSION ST,24313000.0,Southern,South of Market,6.0,6.0,37.77622985839844,-122.41471099853516,POINT (-122.414710999 37.776229858),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,32.0,,1.0,1.0,1.0,,10.0,1.0,2025,2
149383606362,2025-07-01 15:00:00,2025/07/01,15:00,2025,Tuesday,2025/07/01 03:48:00 PM,1493836,250364345,251821975.0,II,Initial,,6362,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",Open or Active,FILLMORE ST \ GEARY BLVD,26590000.0,Northern,Western Addition,5.0,5.0,37.78435516357422,-122.43291473388672,POINT (-122.432914734 37.784355164),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,103.0,,,,,,11.0,4.0,2025,2
149375109262,2025-07-01 12:41:00,2025/07/01,12:41,2025,Tuesday,2025/07/01 12:41:00 PM,1493751,250363983,251821408.0,II,Initial,,9262,Forgery And Counterfeiting,Forgery And Counterfeiting,Forgery & Counterfeiting (general),Cite or Arrest Adult,ALEMANY BLVD \ GENEVA AVE,22052000.0,Ingleside,Outer Mission,11.0,11.0,37.71783447265625,-122.44232940673828,POINT (-122.442329407 37.717834473),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,80.0,,,,,,1.0,9.0,2025,2
149381516710,2025-07-01 14:10:00,2025/07/01,14:10,2025,Tuesday,2025/07/01 02:10:00 PM,1493815,250364204,251821708.0,II,Initial,,16710,Drug Offense,Drug Violation,"Narcotics Paraphernalia, Possession of",Cite or Arrest Adult,KEARNY ST \ MERCHANT ST,24773000.0,Central,Chinatown,3.0,3.0,37.79486083984375,-122.40487670898438,POINT (-122.404876709 37.79486084),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,104.0,,,,,,3.0,6.0,2025,2
149382716710,2025-07-01 13:56:00,2025/07/01,13:56,2025,Tuesday,2025/07/01 01:56:00 PM,1493827,250364163,251821158.0,II,Initial,,16710,Drug Offense,Drug Violation,"Narcotics Paraphernalia, Possession of",Cite or Arrest Adult,09TH ST \ MINNA ST,24312000.0,Southern,South of Market,6.0,6.0,37.77579879760742,-122.41417694091795,POINT (-122.414176941 37.775798798),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,32.0,,1.0,1.0,1.0,,10.0,1.0,2025,2
149388704013,2025-07-01 20:42:00,2025/07/01,20:42,2025,Tuesday,2025/07/01 08:47:00 PM,1493887,250364975,251822956.0,II,Initial,,4013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,FUNSTON AVE \ GEARY BLVD,27481000.0,Richmond,Inner Richmond,1.0,1.0,37.78068161010742,-122.4717788696289,POINT (-122.47177887 37.78068161),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,5.0,,,,,,4.0,8.0,2025,2
149382062050,2025-07-01 14:13:00,2025/07/01,14:13,2025,Tuesday,2025/07/01 02:13:00 PM,1493820,250364141,251821720.0,II,Initial,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,06TH ST \ MISSION ST,24293000.0,Tenderloin,South of Market,6.0,6.0,37.78097152709961,-122.40870666503906,POINT (-122.408706665 37.780971527),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,32.0,,1.0,1.0,1.0,,10.0,1.0,2025,2
149372903401,2025-07-01 10:12:00,2025/07/01,10:12,2025,Tuesday,2025/07/01 10:42:00 AM,1493729,250363654,251820917.0,II,Initial,,3401,Robbery,Robbery - Commercial,"Shoplifting, Force against Agent",Open or Active,03RD ST \ DAVIDSON AVE,20244000.0,Bayview,Bayview Hunters Point,10.0,10.0,37.743526458740234,-122.38762664794922,POINT (-122.387626648 37.743526459),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,76.0,,,,,,9.0,2.0,2025,2
149375162050,2025-07-01 12:41:00,2025/07/01,12:41,2025,Tuesday,2025/07/01 12:41:00 PM,1493751,250363983,251821408.0,II,Initial,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,ALEMANY BLVD \ GENEVA AVE,22052000.0,Ingleside,Outer Mission,11.0,11.0,37.71783447265625,-122.44232940673828,POINT (-122.442329407 37.717834473),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,80.0,,,,,,1.0,9.0,2025,2
149373519095,2025-07-01 10:53:00,2025/07/01,10:53,2025,Tuesday,2025/07/01 10:53:00 AM,1493735,250363682,251821030.0,II,Initial,,19095,Disorderly Conduct,Drug Violation,"Drugs, Under Influence  in a Public Place",Cite or Arrest Adult,09TH ST \ MISSION ST,24313000.0,Southern,South of Market,6.0,6.0,37.77622985839844,-122.41471099853516,POINT (-122.414710999 37.776229858),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,32.0,,1.0,1.0,1.0,,10.0,1.0,2025,2
149384107043,2025-07-01 16:06:00,2025/07/01,16:06,2025,Tuesday,2025/07/01 04:06:00 PM,1493841,250364555,251822080.0,II,Initial,,7043,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Motorcycle",Cite or Arrest Adult,OLIVE ST \ POLK ST,25180000.0,Tenderloin,Tenderloin,5.0,6.0,37.78450012207031,-122.4194564819336,POINT (-122.419456482 37.784500122),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,20.0,,1.0,,,,10.0,4.0,2025,2
149382205041,2025-07-01 15:45:00,2025/07/01,15:45,2025,Tuesday,2025/07/01 03:45:00 PM,1493822,250330283,251642102.0,IS,Initial Supplement,,5041,Burglary,Burglary - Residential,"Burglary, Residence, Forcible Entry",Open or Active,36TH AVE \ LAWTON ST,27706000.0,Taraval,Sunset/Parkside,4.0,4.0,37.75716400146485,-122.49494934082033,POINT (-122.494949341 37.757164001),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,39.0,,,,,,7.0,10.0,2025,2
149378365015,2025-07-01 13:13:00,2025/07/01,13:13,2025,Tuesday,2025/07/01 01:13:00 PM,1493783,250364022,251821521.0,II,Initial,,65015,Other Miscellaneous,Other,"Driving, No License Issued",Cite or Arrest Adult,HYDE ST \ OFARRELL ST,25145000.0,Tenderloin,Tenderloin,5.0,6.0,37.785377502441406,-122.416259765625,POINT (-122.416259766 37.785377502),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,20.0,,1.0,,,,10.0,5.0,2025,2
149390006244,2025-07-01 20:20:00,2025/07/01,20:20,2025,Tuesday,2025/07/01 10:17:00 PM,1493900,250365058,251823177.0,II,Initial,,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,LAGUNA ST \ POST ST,26505000.0,Northern,Japantown,5.0,5.0,37.78578567504883,-122.42814636230467,POINT (-122.428146362 37.785785675),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,101.0,,,,,,11.0,4.0,2025,2
149386119095,2025-07-01 17:45:00,2025/07/01,17:45,2025,Tuesday,2025/07/01 05:45:00 PM,1493861,250364646,251822415.0,II,Initial,,19095,Disorderly Conduct,Drug Violation,"Drugs, Under Influence  in a Public Place",Cite or Arrest Adult,ELLIS ST \ LEAVENWORTH ST,25139000.0,Tenderloin,Tenderloin,5.0,6.0,37.7846565246582,-122.4144287109375,POINT (-122.414428711 37.784656525),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,20.0,,1.0,,,,10.0,5.0,2025,2
149369607021,2025-07-01 06:25:00,2025/07/01,06:25,2025,Tuesday,2025/07/01 07:19:00 AM,1493696,250363278,251820393.0,VI,Vehicle Initial,,7021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,CAYUGA AVE \ REGENT ST,22455000.0,Ingleside,Outer Mission,11.0,11.0,37.70921325683594,-122.455810546875,POINT (-122.455810547 37.709213257),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,66.0,,,,,,1.0,9.0,2025,2
149389971000,2025-07-01 19:35:00,2025/07/01,19:35,2025,Tuesday,2025/07/01 10:27:00 PM,1493899,250365092,251823199.0,II,Initial,,71000,Lost Property,Lost Property,Lost Property,Open or Active,04TH ST \ MINNA ST,24631000.0,Southern,Financial District/South Beach,6.0,6.0,37.7840461730957,-122.4037094116211,POINT (-122.403709412 37.784046173),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,32.0,,,,,,10.0,1.0,2025,2
149371728150,2025-07-01 08:50:00,2025/07/01,08:50,2025,Tuesday,2025/07/01 09:07:00 AM,1493717,250363438,251820669.0,II,Initial,,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Cite or Arrest Adult,LUSK ST \ TOWNSEND ST,23825000.0,Southern,South of Market,6.0,6.0,37.777976989746094,-122.39385986328124,POINT (-122.393859863 37.77797699),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,32.0,,,,,,10.0,1.0,2025,2
149378309027,2025-07-01 13:13:00,2025/07/01,13:13,2025,Tuesday,2025/07/01 01:13:00 PM,1493783,250364022,251821521.0,II,Initial,,9027,Fraud,Fraud,False Personation,Cite or Arrest Adult,HYDE ST \ OFARRELL ST,25145000.0,Tenderloin,Tenderloin,5.0,6.0,37.785377502441406,-122.416259765625,POINT (-122.416259766 37.785377502),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,20.0,,1.0,,,,10.0,5.0,2025,2
149386204134,2025-07-01 17:09:00,2025/07/01,17:09,2025,Tuesday,2025/07/01 05:20:00 PM,1493862,250364561,251822296.0,II,Initial,,4134,Assault,Simple Assault,Battery,Cite or Arrest Adult,COLUMBUS AVE \ UNION ST,25364000.0,Central,North Beach,3.0,3.0,37.800315856933594,-122.41020965576172,POINT (-122.410209656 37.800315857),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,106.0,,,,,,3.0,6.0,2025,2
149387007026,2025-07-01 17:10:00,2025/07/01,17:10,2025,Tuesday,2025/07/01 07:45:00 PM,1493870,250364812,251822804.0,VI,Vehicle Initial,,7026,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Other Vehicle",Open or Active,16TH ST \ VALENCIA ST,24183000.0,Mission,Mission,9.0,8.0,37.76491928100586,-122.42189025878906,POINT (-122.421890259 37.764919281),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,37.0,,,,3.0,,5.0,3.0,2025,2
149370368020,2025-07-01 08:00:00,2025/07/01,08:00,2025,Tuesday,2025/07/01 08:16:00 AM,1493703,250363375,251820554.0,II,Initial,,68020,Miscellaneous Investigation,Miscellaneous Investigation,Miscellaneous Investigation,Open or Active,CLAYTON ST \ HAIGHT ST,26409000.0,Park,Haight Ashbury,5.0,5.0,37.769798278808594,-122.44857788085938,POINT (-122.448577881 37.769798279),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,25.0,,,,,,11.0,7.0,2025,2
149374414022,2025-07-01 12:40:00,2025/07/01,12:40,2025,Tuesday,2025/07/01 12:40:00 PM,1493744,250363886,251821395.0,II,Initial,,14022,,,"Sex Offender Failure to Register, Transient Violation",Cite or Arrest Adult,BOARDMAN PL \ BRYANT ST,23914000.0,Southern,South of Market,6.0,6.0,37.77516174316406,-122.40363311767578,POINT (-122.403633118 37.775161743),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,32.0,,,,,,10.0,1.0,2025,2
149385871000,2025-07-01 18:00:00,2025/07/01,18:00,2025,Tuesday,2025/07/01 06:35:00 PM,1493858,250364696,251822570.0,II,Initial,,71000,Lost Property,Lost Property,Lost Property,Open or Active,09TH ST \ JESSIE ST,24416000.0,Tenderloin,South of Market,6.0,6.0,37.77671813964844,-122.41532135009766,POINT (-122.41532135 37.77671814),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,32.0,,1.0,1.0,1.0,,10.0,5.0,2025,2
149381562020,2025-07-01 14:10:00,2025/07/01,14:10,2025,Tuesday,2025/07/01 02:10:00 PM,1493815,250364204,251821708.0,II,Initial,,62020,Warrant,Warrant,"Warrant Arrest, Enroute To Dept. Of Corrections",Cite or Arrest Adult,KEARNY ST \ MERCHANT ST,24773000.0,Central,Chinatown,3.0,3.0,37.79486083984375,-122.40487670898438,POINT (-122.404876709 37.79486084),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,104.0,,,,,,3.0,6.0,2025,2
149370372000,2025-07-01 08:00:00,2025/07/01,08:00,2025,Tuesday,2025/07/01 08:16:00 AM,1493703,250363375,251820554.0,II,Initial,,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,CLAYTON ST \ HAIGHT ST,26409000.0,Park,Haight Ashbury,5.0,5.0,37.769798278808594,-122.44857788085938,POINT (-122.448577881 37.769798279),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,25.0,,,,,,11.0,7.0,2025,2
149384316710,2025-07-01 17:03:00,2025/07/01,17:03,2025,Tuesday,2025/07/01 05:04:00 PM,1493843,250364492,251822276.0,II,Initial,,16710,Drug Offense,Drug Violation,"Narcotics Paraphernalia, Possession of",Cite or Arrest Adult,JONES ST \ TURK ST,24923000.0,Tenderloin,Tenderloin,5.0,6.0,37.78300476074219,-122.41241455078124,POINT (-122.412414551 37.783004761),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,20.0,,1.0,1.0,1.0,,10.0,5.0,2025,2
149385716704,2025-07-01 16:40:00,2025/07/01,16:40,2025,Tuesday,2025/07/01 04:43:00 PM,1493857,250364464,251822191.0,II,Initial,,16704,Drug Offense,Drug Violation,Loitering Where Narcotics are Sold/Used,Cite or Arrest Adult,06TH ST \ MISSION ST,24293000.0,Tenderloin,South of Market,6.0,6.0,37.78097152709961,-122.40870666503906,POINT (-122.408706665 37.780971527),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,32.0,,1.0,1.0,1.0,,10.0,1.0,2025,2
149384616710,2025-07-01 12:38:00,2025/07/01,12:38,2025,Tuesday,2025/07/01 12:38:00 PM,1493846,250363933,251821387.0,II,Initial,,16710,Drug Offense,Drug Violation,"Narcotics Paraphernalia, Possession of",Cite or Arrest Adult,06TH ST \ MINNA ST,24285000.0,Southern,South of Market,6.0,6.0,37.78053665161133,-122.4081573486328,POINT (-122.408157349 37.780536652),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,32.0,,1.0,1.0,1.0,,10.0,1.0,2025,2
149375407041,2025-07-01 13:38:00,2025/07/01,13:38,2025,Tuesday,2025/07/01 01:38:00 PM,1493754,250344228,,VS,Vehicle Supplement,,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,,,Out of SF,,,,,,,2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,,,,,,,,,2025,2
149378362050,2025-07-01 13:13:00,2025/07/01,13:13,2025,Tuesday,2025/07/01 01:13:00 PM,1493783,250364022,251821521.0,II,Initial,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,HYDE ST \ OFARRELL ST,25145000.0,Tenderloin,Tenderloin,5.0,6.0,37.785377502441406,-122.416259765625,POINT (-122.416259766 37.785377502),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,20.0,,1.0,,,,10.0,5.0,2025,2
149376362020,2025-07-01 12:33:00,2025/07/01,12:33,2025,Tuesday,2025/07/01 12:33:00 PM,1493763,250363864,251821373.0,II,Initial,,62020,Warrant,Warrant,"Warrant Arrest, Enroute To Dept. Of Corrections",Cite or Arrest Adult,06TH ST \ STEVENSON ST,24295000.0,Tenderloin,South of Market,6.0,6.0,37.78175354003906,-122.4096908569336,POINT (-122.409690857 37.78175354),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,32.0,,1.0,1.0,1.0,,10.0,5.0,2025,2
149385107041,2025-07-01 17:39:00,2025/07/01,17:39,2025,Tuesday,2025/07/01 05:39:00 PM,1493851,250364260,,VS,Vehicle Supplement,,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,,,Out of SF,,,,,,,2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,,,,,,,,,2025,2
149384016710,2025-07-01 14:22:00,2025/07/01,14:22,2025,Tuesday,2025/07/01 02:22:00 PM,1493840,250364179,251821756.0,II,Initial,,16710,Drug Offense,Drug Violation,"Narcotics Paraphernalia, Possession of",Cite or Arrest Adult,09TH ST \ MINNA ST,24312000.0,Southern,South of Market,6.0,6.0,37.77579879760742,-122.41417694091795,POINT (-122.414176941 37.775798798),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,32.0,,1.0,1.0,1.0,,10.0,1.0,2025,2
149372362050,2025-07-01 09:17:00,2025/07/01,09:17,2025,Tuesday,2025/07/01 09:17:00 AM,1493723,250363513,251820739.0,II,Initial,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,ELLIS ST \ LEAVENWORTH ST,25139000.0,Tenderloin,Tenderloin,5.0,6.0,37.7846565246582,-122.4144287109375,POINT (-122.414428711 37.784656525),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,20.0,,1.0,,,,10.0,5.0,2025,2
149384127170,2025-07-01 16:06:00,2025/07/01,16:06,2025,Tuesday,2025/07/01 04:06:00 PM,1493841,250364555,251822080.0,II,Initial,,27170,Other Miscellaneous,Other,"Resisting, Delaying, or Obstructing  Peace Officer Duties",Cite or Arrest Adult,OLIVE ST \ POLK ST,25180000.0,Tenderloin,Tenderloin,5.0,6.0,37.78450012207031,-122.4194564819336,POINT (-122.419456482 37.784500122),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,20.0,,1.0,,,,10.0,4.0,2025,2
149383851040,2025-07-01 09:25:00,2025/07/01,09:25,2025,Tuesday,2025/07/01 09:45:00 AM,1493838,250363557,251820768.0,II,Initial,,51040,Non-Criminal,Non-Criminal,Aided Case,Open or Active,48TH AVE \ GREAT HWY \ TARAVAL ST,23506000.0,Taraval,Sunset/Parkside,4.0,4.0,37.74167251586914,-122.50686645507812,POINT (-122.506866455 37.741672516),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,39.0,,,,,,7.0,10.0,2025,2
149376362050,2025-07-01 12:33:00,2025/07/01,12:33,2025,Tuesday,2025/07/01 12:33:00 PM,1493763,250363864,251821373.0,II,Initial,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,06TH ST \ STEVENSON ST,24295000.0,Tenderloin,South of Market,6.0,6.0,37.78175354003906,-122.4096908569336,POINT (-122.409690857 37.78175354),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,32.0,,1.0,1.0,1.0,,10.0,5.0,2025,2
149374206364,2025-07-01 11:56:00,2025/07/01,11:56,2025,Tuesday,2025/07/01 11:56:00 AM,1493742,256040337,251821225.0,IS,Initial Supplement,,6364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Cite or Arrest Adult,ELLIS ST \ HYDE ST,25144000.0,Tenderloin,Tenderloin,5.0,6.0,37.78445053100586,-122.41606903076172,POINT (-122.416069031 37.784450531),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,20.0,,1.0,,,,10.0,5.0,2025,2
149384111012,2025-07-01 16:06:00,2025/07/01,16:06,2025,Tuesday,2025/07/01 04:06:00 PM,1493841,250364555,251822080.0,II,Initial,,11012,Stolen Property,Stolen Property,"Stolen Property, Possession with Knowledge, Receiving",Cite or Arrest Adult,OLIVE ST \ POLK ST,25180000.0,Tenderloin,Tenderloin,5.0,6.0,37.78450012207031,-122.4194564819336,POINT (-122.419456482 37.784500122),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,20.0,,1.0,,,,10.0,4.0,2025,2
149373516704,2025-07-01 10:53:00,2025/07/01,10:53,2025,Tuesday,2025/07/01 10:53:00 AM,1493735,250363682,251821030.0,II,Initial,,16704,Drug Offense,Drug Violation,Loitering Where Narcotics are Sold/Used,Cite or Arrest Adult,09TH ST \ MISSION ST,24313000.0,Southern,South of Market,6.0,6.0,37.77622985839844,-122.41471099853516,POINT (-122.414710999 37.776229858),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,32.0,,1.0,1.0,1.0,,10.0,1.0,2025,2
149375504134,2025-07-01 11:15:00,2025/07/01,11:15,2025,Tuesday,2025/07/01 01:29:00 PM,1493755,250364016,251821587.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,25TH AVE \ JUDAH ST,27416000.0,Taraval,Sunset/Parkside,4.0,4.0,37.761417388916016,-122.4834213256836,POINT (-122.483421326 37.761417389),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,39.0,,,,,,7.0,10.0,2025,2
149384463010,2025-07-01 13:54:00,2025/07/01,13:54,2025,Tuesday,2025/07/01 02:00:00 PM,1493844,240759370,251821922.0,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,,,Out of SF,,,,,,,2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,,,,,,,,,2025,2
149381415200,2025-07-01 09:30:00,2025/07/01,09:30,2025,Tuesday,2025/07/01 12:25:00 PM,1493814,250364038,251821342.0,II,Initial,,15200,Offences Against The Family And Children,Other,Domestic Violence (secondary only),Cite or Arrest Adult,NEWTON ST \ ROLPH ST,21473000.0,Ingleside,Excelsior,11.0,11.0,37.71469497680664,-122.43919372558594,POINT (-122.439193726 37.714694977),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,58.0,,,,,,1.0,9.0,2025,2
149382307045,2025-07-01 13:29:00,2025/07/01,13:29,2025,Tuesday,2025/07/01 01:29:00 PM,1493823,250363604,251821586.0,VS,Vehicle Supplement,,7045,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Truck",Open or Active,08TH AVE \ KIRKHAM ST,27142000.0,Taraval,Inner Sunset,7.0,7.0,37.76035690307617,-122.46498107910156,POINT (-122.464981079 37.760356903),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,109.0,,,,,,8.0,10.0,2025,2
149374205053,2025-07-01 11:56:00,2025/07/01,11:56,2025,Tuesday,2025/07/01 11:56:00 AM,1493742,256040337,251821225.0,IS,Initial Supplement,,5053,Burglary,Burglary - Commercial,"Burglary, Store, Unlawful Entry",Cite or Arrest Adult,ELLIS ST \ HYDE ST,25144000.0,Tenderloin,Tenderloin,5.0,6.0,37.78445053100586,-122.41606903076172,POINT (-122.416069031 37.784450531),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,20.0,,1.0,,,,10.0,5.0,2025,2
149375705151,2025-07-01 03:00:00,2025/07/01,03:00,2025,Tuesday,2025/07/01 12:02:00 PM,1493757,250363955,251821251.0,II,Initial,,5151,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",Open or Active,16TH ST \ MARKET ST \ NOE ST,25804000.0,Park,Castro/Upper Market,8.0,8.0,37.76419448852539,-122.43307495117188,POINT (-122.433074951 37.764194489),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,38.0,,,,5.0,,5.0,3.0,2025,2
149385719095,2025-07-01 16:40:00,2025/07/01,16:40,2025,Tuesday,2025/07/01 04:43:00 PM,1493857,250364464,251822191.0,II,Initial,,19095,Disorderly Conduct,Drug Violation,"Drugs, Under Influence  in a Public Place",Cite or Arrest Adult,06TH ST \ MISSION ST,24293000.0,Tenderloin,South of Market,6.0,6.0,37.78097152709961,-122.40870666503906,POINT (-122.408706665 37.780971527),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,32.0,,1.0,1.0,1.0,,10.0,1.0,2025,2
149384662050,2025-07-01 12:38:00,2025/07/01,12:38,2025,Tuesday,2025/07/01 12:38:00 PM,1493846,250363933,251821387.0,II,Initial,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,06TH ST \ MINNA ST,24285000.0,Southern,South of Market,6.0,6.0,37.78053665161133,-122.4081573486328,POINT (-122.408157349 37.780536652),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,32.0,,1.0,1.0,1.0,,10.0,1.0,2025,2
149381415161,2025-07-01 09:30:00,2025/07/01,09:30,2025,Tuesday,2025/07/01 12:25:00 PM,1493814,250364038,251821342.0,II,Initial,,15161,Offences Against The Family And Children,Other,Violation of Restraining Order,Cite or Arrest Adult,NEWTON ST \ ROLPH ST,21473000.0,Ingleside,Excelsior,11.0,11.0,37.71469497680664,-122.43919372558594,POINT (-122.439193726 37.714694977),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,58.0,,,,,,1.0,9.0,2025,2
149388368050,2025-07-01 17:29:00,2025/07/01,17:29,2025,Tuesday,2025/07/01 05:36:00 PM,1493883,250364630,251822368.0,II,Initial,,68050,Traffic Collision,Traffic Collision,Traffic Collision,Cite or Arrest Adult,KIRKWOOD AVE \ NEWHALL ST,20668000.0,Bayview,Bayview Hunters Point,10.0,10.0,37.73816680908203,-122.38996124267578,POINT (-122.389961243 37.738166809),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,86.0,,,,,,9.0,2.0,2025,2
149376464010,2025-07-01 13:55:00,2025/07/01,13:55,2025,Tuesday,2025/07/01 01:55:00 PM,1493764,250364113,251821667.0,II,Initial,,64010,Non-Criminal,Other,"Dog, Bite or Attack",Open or Active,MARKET ST \ MCALLISTER ST,30740000.0,Tenderloin,Tenderloin,5.0,6.0,37.78117752075195,-122.41169738769533,POINT (-122.411697388 37.781177521),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,20.0,,1.0,1.0,1.0,,10.0,5.0,2025,2
149382209027,2025-07-01 15:45:00,2025/07/01,15:45,2025,Tuesday,2025/07/01 03:45:00 PM,1493822,250330283,251642102.0,IS,Initial Supplement,,9027,Fraud,Fraud,False Personation,Open or Active,36TH AVE \ LAWTON ST,27706000.0,Taraval,Sunset/Parkside,4.0,4.0,37.75716400146485,-122.49494934082033,POINT (-122.494949341 37.757164001),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,39.0,,,,,,7.0,10.0,2025,2
149382016710,2025-07-01 14:13:00,2025/07/01,14:13,2025,Tuesday,2025/07/01 02:13:00 PM,1493820,250364141,251821720.0,II,Initial,,16710,Drug Offense,Drug Violation,"Narcotics Paraphernalia, Possession of",Cite or Arrest Adult,06TH ST \ MISSION ST,24293000.0,Tenderloin,South of Market,6.0,6.0,37.78097152709961,-122.40870666503906,POINT (-122.408706665 37.780971527),2025/07/02 09:37:47 AM,2025/07/03 09:55:42 AM,32.0,,1.0,1.0,1.0,,10.0,1.0,2025,2
